Item	Page_Lines	Para	Text
823	50.16 - 50.22	(§8.) TITLE 36 § 2799-aaaaa.2.	The authority may transfer to any of its subsidiary corporations any moneys, property (real, personal or mixed), or facilities in order to carry out the purposes of this title. Each such subsidiary corporation shall have all the privileges, immunities, tax exemptions and other exemptions of the authority to the extent such privileges, immunities, tax exemptions and other exemptions are not inconsistent with any laws under which such subsidiary was incorporated. 
824	50.23 - 50.37	(§8.) TITLE 36 § 2799-bbbbb.1.	Notes of the authority. 1. The authority shall have the power and is hereby authorized from time to time to issue its negotiable notes in conformity with applicable provisions of the uniform commercial code for any corporate purpose and to refund from time to time any notes by the issuance of new notes, whether the notes to be refunded have or have not matured. The authority may issue notes partially to refund notes or to discharge other obligations then outstanding, and partially for any other corporate purpose of the authority. Such notes may be authorized, sold, executed and delivered in the same manner as bonds. Any resolution or resolutions authorizing notes of the authority or any issue thereof may contain any provisions which the authority is authorized to include in any resolution or resolutions authorizing bonds of the authority or any issue thereof, and the authority may include in any notes any terms, covenants or conditions which it is authorized to include in any bonds. 
825	50.38 - 50.47	(§8.) TITLE 36 § 2799-bbbbb.2.	In the event the authority pledges its revenues under a resolution authorized by this section, such resolution shall not prohibit the authority from financing for additional corporate purposes, authorized by law, secured by an additional pledge of such revenues. Such additional pledge of revenues may, in the discretion of the authority, be subordinate to the pledge of such revenues securing other bonds, notes or other evidence of indebtedness of the authority. Provided, however, the authority shall not make any such additional pledge if the security of the bonds, notes or other evidences of indebtedness previously issued shall be impaired as a result thereof. 
826	50.48 - 50.51	(§8.) TITLE 36 § 2799-bbbbb.3.	Neither the members of the board nor any person executing the notes or bonds shall be liable personally on the notes or bonds, or shall be subject to any personal liability or accountability by reason of the issuance thereof. 
827	50.52 - 50.56	(§8.) TITLE 36 § 2799-ccccc.1.	Bonds of the authority. 1. The authority shall have power and is hereby authorized from time to time to issue its negotiable bonds in conformity with applicable provisions of the uniform commercial code for any purpose authorized by this title, including without limitation to: 
828	51.1 - 51.2	(§8.) TITLE 36 § 2799-ccccc.1.(a)	acquire any real or personal property or facilities deemed necessary by the authority; 
829	51.3 - 51.3	(§8.) TITLE 36 § 2799-ccccc.1.(b)	pay interest on bonds or notes of the authority; 
830	51.4 - 51.4	(§8.) TITLE 36 § 2799-ccccc.1.(c)	establish reserves to secure such bonds and notes; 
831	51.5 - 51.7	(§8.) TITLE 36 § 2799-ccccc.1.(d)	establish or maintain such other funds or accounts for such purpose or purposes as the authority may deem necessary or desirable; and 
832	51.8 - 51.9	(§8.) TITLE 36 § 2799-ccccc.1.(e)	to pay all other expenses of the authority incident to the issuance of such bonds or notes. 
833	51.10 - 51.15	(§8.) TITLE 36 § 2799-ccccc.2.	Except as may be otherwise expressly provided by the authority, the bonds and notes of every issue shall be general obligations of the authority payable out of any moneys or revenues of the authority, subject only to any agreements with the holders of particular bonds or notes, or any trustee therefor, pledging any particular moneys or revenues. 
834	51.16 - 51.23	(§8.) TITLE 36 § 2799-ccccc.3.	The authority shall have power from time to time, whenever it deems refunding expedient, to refund any bonds by the issuance of new bonds, whether the bonds to be refunded have or have not matured, and may issue bonds partly to refund bonds then outstanding and partly for any other corporate purpose of the authority. Refunding bonds may be exchanged for the bonds to be refunded, with such cash adjustments as may be agreed, or may be sold with the proceeds applied to the purchase, payment or provision for payment of the bonds to be refunded. 
835	51.24 - 51.42	(§8.) TITLE 36 § 2799-ccccc.4.	Bonds may be issued, payable in annual installments, as term bonds, or both. Bonds shall be authorized by resolution of the board of the authority and shall bear such date or dates, mature at such time or times, not exceeding fifty years from their respective dates, bear interest at such rate or rates, be in such denominations, be in such form, either coupon or registered, carry such registration privileges, be executed in such manner, be payable in lawful money of the United States of America or by check at such place or places, and be subject to such terms of redemption, as such resolution or resolutions may provide. In the event that term bonds are issued, the resolution authorizing such term bonds may make such provisions for the establishment and maintenance of sinking funds for the payment thereof as the authority may deem necessary or appropriate. Bonds or notes may be sold at public or private sale at such price or prices as the authority shall determine but shall not be sold by the authority at private sale unless such sale and terms thereof have been approved in writing by the state comptroller. Pending preparation of definitive bonds or notes, the authority may issue bonds or notes in temporary form which shall be exchanged for bonds or notes in definitive form when available. 
836	51.43 - 51.44	(§8.) TITLE 36 § 2799-ccccc.5.	Any resolution or resolutions authorizing any bonds or any issue of bonds may: 
837	51.45 - 51.48	(§8.) TITLE 36 § 2799-ccccc.5.(a)	delegate to an officer or officers of the authority the power to approve the issuance of bonds from time to time and to fix the details of any such bonds or issues of bonds by an appropriate certificate of such authorized officer or officers; and 
838	51.49 - 51.50	(§8.) TITLE 36 § 2799-ccccc.5.(b)	contain provisions, which shall be a part of the contract with the holders of the bonds to be authorized as to: 
839	51.51 - 51.54	(§8.) TITLE 36 § 2799-ccccc.5.(b)(i)	Pledging or creating a lien on all or any part of the moneys, revenues or properties of the authority to secure the payment of the bonds or of any particular issue of bonds or any portion of any issue of bonds, subject to such agreements with bondholders as may then exist; 
840	52.1 - 52.3	(§8.) TITLE 36 § 2799-ccccc.5.(b)(ii)	The rates, fees and other charges to be charged, and the amounts to be raised in each year thereby, and the use and disposition of the revenues; 
841	52.4 - 52.5	(§8.) TITLE 36 § 2799-ccccc.5.(b)(iii)	The setting aside of reserves or sinking funds, and the regulation and disposition thereof; 
842	52.6 - 52.7	(§8.) TITLE 36 § 2799-ccccc.5.(b)(iv)	Limitations on the right of the authority to restrict and regulate the use of any of its property; 
843	52.8 - 52.9	(§8.) TITLE 36 § 2799-ccccc.5.(b)(v)	Limitations on the purpose to which the proceeds of sale of any issue of bonds then or thereafter to be issued may be applied; 
844	52.10 - 52.12	(§8.) TITLE 36 § 2799-ccccc.5.(b)(vi)	Limitations on the issuance of additional bonds, the terms upon which additional bonds may be issued and secured, and the refunding of outstanding bonds; 
845	52.13 - 52.16	(§8.) TITLE 36 § 2799-ccccc.5.(b)(vii)	The procedure, if any, by which the terms of any contract with bondholders may be amended, the amount or percentage of outstanding bonds the holders of which must consent thereto, and the manner in which such consent may be given; 
846	52.17 - 52.20	(§8.) TITLE 36 § 2799-ccccc.5.(b)(viii)	Defining the acts or omissions to act which shall constitute a default in the duties of the authority to holders of its obligations, and providing the rights and remedies of such holders or of a trustee acting on their behalf in the event of a default; and 
847	52.21 - 52.22	(§8.) TITLE 36 § 2799-ccccc.5.(b)(ix)	Any other matters, which may affect the security and protection of the bonds and the rights of the holders thereof. 
848	52.23 - 52.34	(§8.) TITLE 36 § 2799-ccccc.6.	It is the intention of the legislature that any pledge of moneys, revenues or property or of a revenue producing contract or contracts made by the authority shall be valid and binding from the time when the pledge is made; that the moneys, revenues or proceeds so pledged and thereafter received by the authority shall immediately be subject to the lien of such pledge without any physical delivery thereof or further act; and that the lien of any such pledge shall be valid and binding as against all parties having claims of any kind in tort, contract or otherwise against the authority irrespective of whether such parties have notice thereof. Neither the resolution nor any other instrument by which a pledge or lien is created pursuant to this subdivision shall need to be recorded in order to perfect such pledge or lien. 
