Item	Outline	Page_Lines	Text	Tokens	Keywords	Tag	Number_of_Keywords
942	11.	62.10 - 62.11	"""Greenhouse gas"" shall have the same meaning as in subdivision eight of section 19-1301 of the environmental conservation law. "	greenhouse, gas, shall, have, the, same, meaning, as, in, subdivision, eight, of, section, 19, 1301, of, the, environmental, conservation, law	greenhouse, gas, meaning, subdivision, environmental, conservation, law	(§9.) ARTICLE 42 § 3039.11.	7
943	12.	62.12 - 62.14	"""Greenhouse gas emission source"" or ""source"" means any anthropogenic source or category of anthropogenic sources of greenhouse gas emissions. "	greenhouse, gas, emission, source, or, source, means, any, anthropogenic, source, or, category, of, anthropogenic, sources, of, greenhouse, gas, emissions	greenhouse, gas, emission, source, anthropogenic, category, sources, emissions	(§9.) ARTICLE 42 § 3039.12.	8
944	13.	62.15 - 62.19	"""Industrial processes"" means those processes that include fossil fuel extraction, the operation of fuel processing plants, pipeline operations and other fuel transport, the operation of fuel refineries, and other processes involved in the extraction, refinement or transport of carbon-based fuels. "	industrial, processes, means, those, processes, that, include, fossil, fuel, extraction, the, operation, of, fuel, processing, plants, pipeline, operations, and, other, fuel, transport, the, operation, of, fuel, refineries, and, other, processes, involved, in, the, extraction, refinement, or, transport, of, carbon, based, fuels	industrial, processes, fossil, fuel, extraction, operation, processing, plants, pipeline, operations, transport, refineries, involved, refinement, carbon, fuels	(§9.) ARTICLE 42 § 3039.13.	16
945	14.	62.20 - 62.26	"""Life cycle analysis"" means a method for calculating greenhouse gas emissions that encompasses emissions that are released or sequestered during all phases of a fuel or other product's life, including those emissions released during extraction, processing, transport, distribution, combustion (or some other form of consumption), and disposal. Such term shall include CO2e that is sequestered during biological processes, pertaining to biomass fuel. "	life, cycle, analysis, means, a, method, for, calculating, greenhouse, gas, emissions, that, encompasses, emissions, that, are, released, or, sequestered, during, all, phases, of, a, fuel, or, other, product's, life, including, those, emissions, released, during, extraction, processing, transport, distribution, combustion, or, some, other, form, of, consumption, and, disposal, such, term, shall, include, co2e, that, is, sequestered, during, biological, processes, pertaining, to, biomass, fuel	life, cycle, analysis, method, calculating, greenhouse, gas, emissions, encompasses, released, sequestered, phases, fuel, product's, extraction, processing, transport, distribution, combustion, form, consumption, disposal, term, co2e, biological, processes, pertaining, biomass	(§9.) ARTICLE 42 § 3039.14.	28
946	15.	62.27 - 62.34	"""Petroleum product"" means all petroleum derivatives, whether in bond or not, which are commonly burned to produce heat, electricity, or motion, or which are commonly processed to produce synthetic gas for burning, including without limitation, propane, gasoline, unleaded gasoline, kerosene, heating oil, diesel fuel, kerosene based jet fuel, and number 4, number 5 and residual oil for utility and non-utility uses, but not including, petroleum feedstocks to plastics production or other manufacturing. "	petroleum, product, means, all, petroleum, derivatives, whether, in, bond, or, not, which, are, commonly, burned, to, produce, heat, electricity, or, motion, or, which, are, commonly, processed, to, produce, synthetic, gas, for, burning, including, without, limitation, propane, gasoline, unleaded, gasoline, kerosene, heating, oil, diesel, fuel, kerosene, based, jet, fuel, and, number, 4, number, 5, and, residual, oil, for, utility, and, non, utility, uses, but, not, including, petroleum, feedstocks, to, plastics, production, or, other, manufacturing	petroleum, product, derivatives, bond, commonly, burned, produce, heat, electricity, motion, processed, synthetic, gas, burning, limitation, propane, gasoline, unleaded, kerosene, heating, oil, diesel, fuel, jet, number, residual, utility, uses, feedstocks, plastics, production, manufacturing	(§9.) ARTICLE 42 § 3039.15.	32
947	16.	62.35 - 62.36	"""Upstate region"" means all New York counties other than Nassau, Suffolk, Richmond, Kings, Queens, New York, Bronx and Westchester. "	upstate, region, means, all, new, york, counties, other, than, nassau, suffolk, richmond, kings, queens, new, york, bronx, and, westchester	upstate, region, new, york, counties, nassau, suffolk, richmond, kings, queens, bronx, westchester	(§9.) ARTICLE 42 § 3039.16.	12
948	17.	62.37 - 62.38	"""Working group"" means the climate justice working group created pursuant to section 75-0111 of the environmental conservation law. "	working, group, means, the, climate, justice, working, group, created, pursuant, to, section, 75, 0111, of, the, environmental, conservation, law	working, group, climate, justice, pursuant, environmental, conservation, law	(§9.) ARTICLE 42 § 3039.17.	8
949	§ 3040.	62.39 - 62.42	Imposition of carbon pollution fee. There is hereby imposed upon any applicable entity, as specified under section three thousand forty-two of this article, a fee in an amount determined under section three thousand forty-one of this article, on: 	imposition, of, carbon, pollution, fee, there, is, hereby, imposed, upon, any, applicable, entity, as, specified, under, section, three, thousand, forty, two, of, this, article, a, fee, in, an, amount, determined, under, section, three, thousand, forty, one, of, this, article, on	imposition, carbon, pollution, fee, hereby, imposed, applicable, entity, specified, thousand, article, amount, determined	(§9.) ARTICLE 42 § 3040.	13
950	1.	62.43 - 62.45	any carbon-based fuel sold, used, or brought into the state by an applicable entity as defined in section three thousand forty-two of this article; and 	any, carbon, based, fuel, sold, used, or, brought, into, the, state, by, an, applicable, entity, as, defined, in, section, three, thousand, forty, two, of, this, article, and	carbon, fuel, sold, brought, state, applicable, entity, defined, thousand, article	(§9.) ARTICLE 42 § 3040.1.	10
951	2.	62.46 - 62.47	any fugitive emissions of methane emitted in the state by an applicable entity. 	any, fugitive, emissions, of, methane, emitted, in, the, state, by, an, applicable, entity	fugitive, emissions, methane, emitted, state, applicable, entity	(§9.) ARTICLE 42 § 3040.2.	7
952	1.	62.48 - 62.54	Amount of fee. 1. The amount of the fee imposed by section three thousand forty of this article, per short ton of carbon dioxide equivalent content that would be emitted through the combustion of such product, as determined by the president of the climate and communities investment authority, in consultation with the commissioner of environmental conservation, pursuant to this article, shall be equal to the following: 	amount, of, fee, 1, the, amount, of, the, fee, imposed, by, section, three, thousand, forty, of, this, article, per, short, ton, of, carbon, dioxide, equivalent, content, that, would, be, emitted, through, the, combustion, of, such, product, as, determined, by, the, president, of, the, climate, and, communities, investment, authority, in, consultation, with, the, commissioner, of, environmental, conservation, pursuant, to, this, article, shall, be, equal, to, the, following	amount, fee, imposed, thousand, article, ton, carbon, dioxide, equivalent, content, emitted, combustion, product, determined, president, climate, communities, investment, authority, consultation, commissioner, environmental, conservation, pursuant, equal	(§9.) ARTICLE 42 § 3041.1.	25
